tweet,label
I have a car and am happy to purchase and deliver food or anything else that can be bought tonight. Am situated in williamsburg.,Food
"I have extra clothing , food , hoousehold items etc and am willing to come help and bring a handful of people with me to assist.",Food
Good luck trying to find frozen foods post # Sandy. @ Target http : //t.co/KbaOnxPh,None
Best thing about the storm : the green light 4 over-consumption. Eat as much as you can ! Drink all your booze ! Buy batteries for god 's sake !,None
deliver/hand out food/water etc to people affected by hurricane. don 't have a car,Food
"I have winter clothes , blankets , coats , and non perishables food items to donate.",Food
Just dropped off food donations. # sandy # bedstuy ( @ Freebrook Academy ) http : //t.co/hGhz0l93,None
@ cedricbixler_ha ! Seriously though ...... you got his number ? # HurricaneSandy # blade,None
"We were happy to be able to make a delivery today. We also have a canned food delivery for you guys Wednesday that we have been collecting. Should that also be delivered at hicks and 9th street ? We are planning on another hot food delivery Wednesday , please let me know what you think your needs will be , or if you need prepped refrigerated food to be ready to reheat and serve in case of the upcoming storm. Thanks , * * * * * * * * * * * * * , * * * * * * * * * * * * * * Brooklyn Buschenschank * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
"Phone calls , serving food , etc.",Food
I don 't have any real skills but I would love to help. Whether it 's food or blankets and clean up,Food
"We can 't get down to volunteer but have hygiene products , non perishable food and baby supplies to donate. Please send me an address and boxes will be sent out Thursday.",Food
"can help with sorting and distribution of food , water , etc.",Food
"Volunteer was sent , D * * * * * * has food , water , a flashlight - * * * * * * * * is satisfied and thankful ( and all the way out in Oklahoma ! ) .",Food
Has anyone ever considered gangnam style may be a rain dance and we brought Sandy upon ourselves ....,None
Sandy took my dock .....,None
I can help clean up and cook/provide food.,Food
"Hello , I just received an email from Justin Wedes about your organizing efforts to get volunteers to people on the Lower East Side of Manhattan , Bless you ! ! ! I just got word that members of my family , one a senior and other disabled are in dyer need of vital food and water supplies. Their address ; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * ( off of Houston/Ave D ) . They don 't have the means or resources to leave the apartment or to get these basic life substaining supplies. I 'm in an unaffected area of the city ( Washington Heights ) with a young child and can get to them. Can you please get volunteers to them or direct me to someone or agency that can , their situation is has gotten desperate ... Thank you , * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
Men and woman clothing plus 3-4t girl clothing Toys Non perishable food,Food
"i can bring baby supplies , non perishables , toys , hygiene products ... what is needed ? ? ?",Food
Sandy is landing in between asbury and wildwood ..... Rip to us.,None
We back ... @ jerzey_noize 10pm on @ ClubZone_FM don 't miss it with @ _Mr_Vargas and @ iLOVENOTBEINGU ... Sandy slowed us up but never stopped us,None
"I have jackets , hoodies , baby formula , baby bottles and new nipples for bottles , rice cereal for babies , toys for babies and toddlers , towels , baby clothes and dried food",Food
"We run a worker-coop grocery store in providence - we 'd live to help. We can bring down fresh vegetables , and also order essentially any natural foods you are in need of. Large bags of grains , nuts etc. Bulk peanut butter. Coffee beans ( whole or ground ) really anything. You could give us a list. We can deliver. We 've begun collecting donations at the register to anticipate when you are ready to receive gift from providence. Please give me a call when you have time to arrange. We also may be able to bring pre-made sandwich/wraps. Heck even luxury like wine we can bring it- just let us know what you need. Best of luck and blessings.",Food
"Hello- My name is * * * * * * * * * * * . My company and I are bringing a large box-moving truck to the NY area Friday PM and or Sat AM ( which ever is best for you ) filled with pre-sorted and organized supplies. We are bringing donations from clothing , non-perishable foods , cleaning supplies , tools , baby needs , batteries and flashlights , etc ... I would love to contact and organize locations to drop off , prior to getting on the road. Please let me know who and how I can contact and arrange these drop offs in your area. I appreciate your help. Thank you. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
sandy let me charge my dam phone b4 u cut my lights off & gt ; .&lt ;,Energy
Can also cook food.,Food
The power is going out at my house because of hurricane sandy,Energy
Volunteering in Belmar. If u can spare time or food please come to the Rec Ctr. # Sandy # SandyHelp,Food
My house hasn 't had power for 6 days and I still flick the switch thinking the light will turn on # hurricanesandyproblems # stupidzachary,Energy
Cooking/food prep,Food
"We can donate clothing , towels , toys , and food",Food
"I 'm in Baltimore but I 'd like to donate whatever makes sense , if you can receive deliveries. Pet food ? Pls tell me what and where : * * * * * * * * * * * * * , lv mess",Food
"I don 't have a car however I can help distribute food , water and clothing.",Water
"Can bring hot meals and/or other supplies below ( cleaning , personal hygiene , etc. )",Food
batteries and flashlights,Energy
"I can clean up debris and garbage , serve food , deliver food if I can walk to where it has to go , sort through and help organize donations. I have to work on Monday but am available Saturday and Sunday. Thank you , * * * * * * * * * *",Food
Theres a storm coming ....... but untill he bust a nut on society im getting McDonalds breakfast. Whos in ?,None
"Our company wants to send supplies like batteries and diapers. Pls confirm you 'd like this to be sent. Ideally I 'll hear from you by Saturday or Sunday. Thank you , * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Energy
How can you start the marathon ... when Staten Island ... your starting line ... is in the condition it is after sandy ? ! ? !,None
6 Pallets of Bottled Water,Water
900 ' of garden hose to get water down Pier 9B to PortSide NewYork flooded supplies/space alongside the tanker MARY A. WHALEN. Ideally wanted by Saturday 11/17/12. Thank You !,Water
Water Bottles,Water
"Here at the Reece School we have collected a variety of heavy duty cleaning supplies , nonperishable food items , warm clothing , personal care items , blankets , and pet food over the course of the past two weeks. We are looking for a location to drop off these donations during the week of November 26 , 2012. Please contact me directly to arrange a date and time. Thank you in advance for your time !",Food
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Home : * * * * * * * * * * * * Has non-perishable food at * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,Food
